성분명,성분코드,제품코드,제품명,업소명,공고일자,공고번호,약품상세정보,비고,급여여부
risperidone,224204ATB,657200220,리페리돈정0.5밀리그램(리스페리돈)_(0.5mg/1정),환인제약(주),2021-07-15,20210248,"비정형 항정신병약을 투여받은 노인 치매 환자의 사망률이 위약에 비해 증가. 노인 치매 환자에 대한 위약 대조 시험에서 사망을 포함한 뇌혈관 약물이상반응(뇌졸중, 일과성 허혈발작 등)이 높은 빈도로 나타남.",,급여
risperidone,224204ATB,651900370,리스펜정0.5밀리그람(리스페리돈)_(0.5mg/1정),명인제약(주),2021-07-15,20210248,"비정형 항정신병약을 투여받은 노인 치매 환자의 사망률이 위약에 비해 증가. 노인 치매 환자에 대한 위약 대조 시험에서 사망을 포함한 뇌혈관 약물이상반응(뇌졸중, 일과성 허혈발작 등)이 높은 빈도로 나타남.",,급여
risperidone,224204ATB,653006180,리스돈정0.5밀리그램(리스페리돈)_(0.5mg/1정),(주)한국파마,2021-07-15,20210248,"비정형 항정신병약을 투여받은 노인 치매 환자의 사망률이 위약에 비해 증가. 노인 치매 환자에 대한 위약 대조 시험에서 사망을 포함한 뇌혈관 약물이상반응(뇌졸중, 일과성 허혈발작 등)이 높은 빈도로 나타남.",,급여
risperidone,224204ATB,653404590,리페리달정0.5밀리그램(리스페리돈)_(0.5mg/1정),동국제약(주),2021-07-15,20210248,"비정형 항정신병약을 투여받은 노인 치매 환자의 사망률이 위약에 비해 증가. 노인 치매 환자에 대한 위약 대조 시험에서 사망을 포함한 뇌혈관 약물이상반응(뇌졸중, 일과성 허혈발작 등)이 높은 빈도로 나타남.",,급여
risperidone,224204ATB,645306940,리스달정0.5밀리그램(리스페리돈)_(0.5mg/1정),한림제약(주),2021-07-15,20210248,"비정형 항정신병약을 투여받은 노인 치매 환자의 사망률이 위약에 비해 증가. 노인 치매 환자에 대한 위약 대조 시험에서 사망을 포함한 뇌혈관 약물이상반응(뇌졸중, 일과성 허혈발작 등)이 높은 빈도로 나타남.",,급여
sulpiride,233401ATB,651901280,설피딘정200mg(설피리드)수출명:피리덴정200mg(설피리드)_(0.2g/1정),명인제약(주),2022-05-27,20220251,"치매 고령환자에게 비정형 항정신병약물 투여시 뇌혈관 질환, 사망의 위험 증가, 고령자에 투여시 추체외로 증상 등의 부작용 발현에 주의해야 함 ",,급여
quetiapine fumarate (as quetiapine),378601ATB,653004370,쿠에티정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,652606720,쎄로켈정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,657201180,쿠에타핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,645303330,카세핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,642707360,동화쿠에티아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),동화약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,642003950,쎄로티핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),현대약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,642902670,큐티핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),일동제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,642402070,쿠티아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),영진약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,643802950,신신쿠에티아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),신신제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,651903270,큐로켈정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,649002370,케타핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),풍림무약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,657807290,세로큐정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),하나제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,628901650,에큐민정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),(주)이든파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,658502290,쿠에티나정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),익수제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,679801870,티디핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),(주)티디에스팜,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,646004700,퀘티아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),(주)메디카코리아,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,649104030,쿠에핀정25mg(쿠에티아핀푸마르산염)_(28.78mg/1정),한국휴텍스제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,661905080,쿠아틴정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),영풍제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,642307030,삼성쿠에티아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),삼성제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,678601010,쿠아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),(주)다산제약,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,649507590,콰이치정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),유니메드제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,651602450,한화쿼테아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),한화제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,698003080,피엠에스쿠에티아핀정25mg(쿠에티아핀푸마르산염)_(28.78mg/1정),(주)제뉴파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,694002920,쎄로타핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),대웅바이오(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,649804210,명문쿠에티아핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),명문제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,643504510,스무디핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),한미약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378601ATB,660702930,세로아핀정25mg(쿠에티아핀푸마르산염)_(28.78mg/1정),위더스제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,643504640,스무디핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),한미약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,652606730,쎄로켈정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,653004360,쿠에티정(쿠에티아핀푸마르산염)_(0.11513g/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,642902890,큐티핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11512g/1정),일동제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,642003920,쎄로티핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),현대약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,645301550,카세핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,657201130,쿠에타핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,642707340,동화쿠에티아핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),동화약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,642401380,쿠티아핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),영진약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,643802960,신신쿠에티아핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),신신제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,651901980,큐로켈정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,690301220,비엘쿠에티정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),(주)라이트팜텍,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,649002360,케타핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),풍림무약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,657807320,세로큐정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),하나제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,628901680,에큐민정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),(주)이든파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,646004710,퀘티아핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),(주)메디카코리아,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,661905090,쿠아틴정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),영풍제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,678601030,쿠아핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),(주)다산제약,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,698003100,피엠에스쿠에티아핀정100mg(쿠에티아핀푸마르산염)_(0.11513g/1정),(주)제뉴파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,649507600,콰이치정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),유니메드제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,651602440,한화쿼테아핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),한화제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,694002910,쎄로타핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),대웅바이오(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,660702920,세로아핀정100mg(쿠에티아핀푸마르산염)_(0.11513g/1정),위더스제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378602ATB,649801490,명문쿠에티아핀정(쿠에티아핀푸마르산염)_(0.11513g/1정),명문제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,652606740,쎄로켈정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
