성분코드,성분명,제품코드,제품명,업소명,약품상세정보,급여여부
189701ACH,meloxicam,653402650,멜시빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),동국제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,653500890,모빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),한국베링거인겔하임(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,653802160,엑시캄캡슐7.5밀리그람(멜록시캄)_(7.5mg/1캡슐),신일제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,654000380,보믹캡슐(멜록시캄)_(7.5mg/1캡슐),아주약품(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,654301070,멕시캡슐(멜록시캄)(수출명: Momeloxe Cap.)_(7.5mg/1캡슐),오스틴제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,656001500,캠록스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),알리코제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,656202160,하모빅캡슐(멜록시캄)_(7.5mg/1캡슐),(주)바스칸바이오제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,657301650,멜빅스캡슐(멜록시캄)(수출명:WONCOX Capsule)_(7.5mg/1캡슐),(주)동구바이오제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,657500410,멜캄캡슐(멜록시캄)_(7.5mg/1캡슐),미래바이오제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,657800630,메모빅캡슐7.5밀리그람(멜록시캄)_(7.5mg/1캡슐),하나제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,658203090,멜빅캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),(주)비보존제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,658600320,메록심캡슐(멜록시캄)_(7.5mg/1캡슐),이연제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,660702660,모비록캄캡슐7.5mg(멜록시캄)_(7.5mg/1캡슐),위더스제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,661904360,모빅스캄캡슐(멜록시캄)_(7.5mg/1캡슐),영풍제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,663600580,모르빅캡슐(멜록시캄)_(7.5mg/1캡슐),한국프라임제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,664102630,모록시캄캡슐(멜록시캄)_(7.5mg/1캡슐),하이플생명과학(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,664901030,모빅캄캡슐(멜록시캄)_(7.5mg/1캡슐),성원애드콕제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,665000650,케이빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),(주)경보제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,665507600,유니캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),한국유니온제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,669501600,멜로빅캡슐7.5mg(멜록시캄)_(7.5mg/1캡슐),(주)씨티씨바이오,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,669700080,이노시캄캡슐(멜록시캄)_(7.5mg/1캡슐),에스피씨(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,669801110,모비드캡슐(멜록시캄)_(7.5mg/1캡슐),구주제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,669905880,메록캄캡슐(멜록시캄)_(7.5mg/1캡슐),대한뉴팜(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,670100440,멜리카캡슐(멜록시캄)_(7.5mg/1캡슐),(주)팜젠사이언스,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,670400870,휴니즈멜록시캄캡슐7.5mg_(7.5mg/1캡슐),(주)휴온스메디텍,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,670501620,멜록시카캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),(주)보령바이오파마,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,670600840,"모콕스캡슐7.5밀리그람(멜록시캄)(수출명:HULOKAMCap.,HUONSHULOKAMCAPSULE)_(7.5mg/1캡슐)",(주)휴온스,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,674401170,메로시캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),아이큐어(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,678601320,뉴록시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),(주)다산제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,684501070,록시칼캡슐(멜록시캄)_(7.5mg/1캡슐),화일약품(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,689000830,멜로그린캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),(주)시어스제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,690302080,멜록시엠캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),(주)라이트팜텍,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,693200020,멜록삼캡슐(멜록시캄)_(7.5mg/1캡슐),(주)한국글로벌제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,693900580,메로빅캡슐(멜록시캄)_(7.5mg/1캡슐),(주)셀트리온제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,694000470,대웅바이오멜록시캄캡슐7.5밀리그램_(7.5mg/1캡슐),대웅바이오(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,694204780,모아캄시캡슐7.5mg(멜록시캄)_(7.5mg/1캡슐),정우신약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,696601830,멜로캅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),일양바이오팜(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,697100720,모릭스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),(주)한국피엠지제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ACH,meloxicam,698502500,멜로텍스캡슐 7.5mg(멜록시캄)_(7.5mg/1캡슐),(주)테라젠이텍스,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ATB,meloxicam,642400350,멜브렉스정7.5밀리그람(멜록시캄)_(7.5mg/1정),영진약품(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189701ATD,meloxicam,685900100,멜로디구강붕해정7.5밀리그램(멜로시캄)_(7.5mg/1정),(주)엔엠제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,625201190,이콕스캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),(주)화이트생명과학,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,642100530,멜로캄캡슐15밀리그람(멜록시캄)(수출명:유한멜로캄캡슐15밀리그람)_(15mg/1캡슐),(주)유한양행,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,642501610,메로콕스캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),동아에스티(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,643300750,멜락스캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),(주)종근당,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,643500950,메록스캄캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),한미약품(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,643701210,멜록시펜캡슐15밀리그람(멜록시캄)_(15mg/1캡슐),국제약품(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,643903490,멜로덱스캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),삼일제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
